tips,trip_seconds,trip_miles,pickup_community_area,dropoff_community_area,fare,tolls,extras,trip_total
0.00,341,0.82,8,8,5.50,0.00,1.00,6.50
0.00,6346,19.18,24,76,47.25,0.00,0.00,47.25
0.00,317,0.9,8,8,5.75,0.00,0.00,5.75
1.00,180,0.61,,,4.75,0.00,0.00,6.25
0.00,960,4.6,,,14.75,0.00,1.00,15.75
0.00,377,0.94,8,8,6.00,0.00,0.00,6.00
4.00,2036,16.93,76,28,41.75,0.00,5.00,50.75
0.00,60,0,32,28,4.00,0.00,0.00,4.00
11.69,1882,16.98,76,8,42.25,0.00,4.00,58.44
0.00,600,1.4,28,8,7.50,0.00,1.00,8.50
11.30,1920,16.8,76,28,41.25,0.00,4.00,56.55
3.00,473,1.44,32,32,7.50,0.00,1.50,12.50
2.90,837,4.5,8,6,14.00,0.00,0.00,17.40
0.00,215,0.53,3,3,4.50,0.00,1.50,6.00
0.00,363,0.99,8,8,6.00,0.00,1.00,7.00
0.00,717,4.96,32,7,15.25,0.00,1.00,16.25
3.00,432,2.41,28,24,9.25,0.00,0.00,12.75
12.30,2640,22.3,76,33,55.50,0.00,5.50,73.80
0.00,1990,17.3,76,32,43.25,0.00,4.00,47.75
0.00,928,4.54,32,8,15.00,0.00,0.00,15.00
0.00,210,0.88,32,8,5.25,0.00,1.00,6.25
0.00,1613,16.29,76,8,40.50,0.00,9.00,49.50
9.70,1920,17.9,76,8,44.00,0.00,4.00,58.20
1.00,594,2.07,32,33,9.00,0.00,0.00,10.50
0.00,600,2.8,8,33,10.00,0.00,0.00,10.00
0.00,887,2.84,28,7,10.75,0.00,0.00,10.75
3.00,315,1.1,32,28,6.25,,0.00,9.25
0.00,858,3.99,7,6,12.75,0.00,0.00,12.75
0.00,562,2.86,28,24,10.50,0.00,0.00,10.50
0.00,525,1.38,32,28,7.00,0.00,1.00,8.00
2.92,851,6.07,76,10,17.00,0.00,2.00,22.42
21.25,2760,22,56,,53.00,0.00,32.00,106.25
0.00,286,0.48,,,5.00,0.00,1.00,6.00
2.00,360,0.6,8,8,5.50,0.00,0.00,7.50
7.70,1680,13,56,8,33.50,0.00,5.00,46.20
0.00,600,0.1,8,28,8.25,0.00,1.00,9.25
2.00,420,0,11,10,7.25,0.00,0.00,9.25
3.40,780,0.3,8,3,17.00,0.00,0.00,20.40
0.00,840,2.8,8,24,11.00,0.00,0.00,11.00
0.00,360,0.7,8,8,5.75,0.00,0.00,5.75
2.00,233,0.9,32,8,5.50,0.00,0.00,8.00
2.00,409,1.36,8,32,6.75,0.00,0.00,9.25
0.00,540,3.3,76,,11.00,0.00,4.00,15.00
12.65,1680,15.4,76,24,38.25,0.00,4.00,54.90
0.00,327,1.1,32,8,6.25,0.00,1.00,7.25
3.00,360,1.2,28,32,6.50,0.00,0.00,9.50
2.00,420,0,8,8,6.75,0.00,0.00,8.75
0.00,2520,1,60,,43.00,0.00,0.00,43.00
0.00,0,0,8,8,3.50,0.00,1.00,4.50
0.00,0,0,76,76,3.25,0.00,6.00,9.25
0.00,540,2.7,32,24,9.75,0.00,0.00,9.75
1.00,660,2.2,32,8,9.25,0.00,0.00,10.25
2.65,540,2,32,8,8.75,0.00,2.00,13.40
18.85,2160,0,76,,44.50,1.90,29.00,94.25
0.00,960,8.3,8,77,22.25,0.00,0.00,22.25
4.35,1020,5.7,32,6,17.50,0.00,0.00,21.85
10.70,1500,12.5,56,32,31.75,0.00,4.00,46.45
9.65,2520,1,56,6,42.75,0.00,5.50,57.90
0.00,1560,0.6,76,,27.25,0.00,6.00,33.25
2.00,540,1.8,32,28,7.75,0.00,0.00,9.75
8.40,2459,14.5,,6,38.00,,4.00,50.40
8.05,1376,14.48,76,22,35.75,0.00,4.00,48.30
0.00,11,0,,,3.25,,0.00,3.25
0.00,0,0,76,76,3.25,0.00,4.50,7.75
3.00,432,1.3,8,32,7.00,0.00,0.00,10.50
0.00,420,1.6,4,3,7.00,0.00,0.00,7.00
0.00,420,1.3,,,7.00,0.00,0.00,7.00
2.00,420,1.1,28,8,6.50,0.00,1.00,9.50
0.00,1799,17.75,76,76,44.00,0.00,0.00,44.00
10.05,2316,26.5,76,32,63.00,0.00,4.00,77.05
0.00,814,5.2,32,7,15.75,0.00,0.00,15.75
6.75,1800,12.5,32,,32.25,0.00,1.00,40.50
2.90,934,4.4,6,14,14.00,0.00,0.00,17.40
3.80,933,6.47,32,6,18.50,0.00,0.00,22.80
0.00,660,2.4,22,20,9.25,0.00,0.00,9.25
9.40,2235,16.39,76,,41.50,0.00,5.00,56.40
3.00,469,1.37,32,8,7.25,0.00,0.00,10.75
9.95,2036,11.14,76,,29.25,0.00,20.00,59.70
0.00,581,0,24,24,3.25,0.00,37.50,40.75
0.00,944,6.09,32,32,17.50,0.00,1.00,18.50
0.00,267,0.85,32,28,5.50,0.00,0.00,5.50
8.40,1830,14.58,76,3,37.50,0.00,4.00,50.40
0.00,34140,9.79,56,33,26.00,0.00,4.50,30.50
0.00,243,0.5,8,7,5.00,,0.00,5.00
0.00,312,1.2,8,32,6.25,,0.00,6.25
0.00,486,1.5,8,32,7.25,,1.00,8.25
0.00,210,0.42,32,8,4.50,0.00,1.00,5.50
0.00,321,0.73,32,32,5.50,0.00,1.00,6.50
2.00,240,0,32,8,5.00,0.00,1.50,8.50
0.00,480,1.3,28,8,7.25,0.00,0.00,7.25
4.00,0,0,,,18.75,0.00,0.00,22.75
0.00,360,1,32,32,6.00,0.00,0.00,6.00
0.00,180,0,8,8,4.50,0.00,2.00,6.50
0.00,240,0.9,8,8,5.25,0.00,0.00,5.75
3.00,600,1.7,7,8,7.75,0.00,0.00,10.75
0.00,1380,0.2,8,24,15.75,0.00,1.50,17.25
8.75,2220,15.4,76,6,39.75,0.00,4.00,52.50
0.00,240,0.5,8,32,4.50,0.00,0.00,4.50
0.00,360,0,8,32,5.75,0.00,0.00,5.75
7.50,1260,9.6,76,14,25.50,0.00,4.00,37.50
7.95,1912,13.8,76,6,35.75,,4.00,47.70
5.00,245,0.69,32,32,5.25,0.00,1.50,12.25
0.00,1193,9.96,28,44,26.00,0.00,0.00,26.00
2.00,477,1.5,32,8,7.50,0.00,0.00,10.00
6.00,2160,17.7,76,8,43.75,0.00,2.00,51.75
0.00,180,0.6,,,4.75,0.00,0.00,4.75
0.00,2340,12.4,76,2,34.00,0.00,4.00,38.00
1.00,540,1.6,32,28,7.25,0.00,0.00,8.25
2.00,240,1,32,32,5.75,0.00,0.00,7.75
0.00,0,0,76,76,3.25,0.00,4.50,7.75
10.00,2820,32.7,76,,77.25,3.00,34.00,124.25
2.00,420,1,32,8,6.50,0.00,0.00,8.50
0.00,0,0,,,53.00,0.00,0.00,53.00
10.00,2280,21.3,76,60,52.25,0.00,4.00,66.25
0.00,300,0,32,32,4.75,0.00,0.00,4.75
3.20,1320,4.8,21,3,16.00,0.00,0.00,19.20
4.00,420,0.1,8,28,8.50,0.00,0.00,12.50
2.00,780,1.8,8,32,9.00,0.00,1.00,12.00
2.00,420,0.9,,,6.25,0.00,1.50,9.75
0.00,696,2.5,24,8,10.00,0.00,0.00,10.00
0.00,720,3.3,8,28,11.25,0.00,2.00,13.25
0.00,120,0.5,28,28,4.50,0.00,0.00,4.50
0.00,660,1.9,8,7,9.00,0.00,0.00,9.00
0.00,2220,14,76,,37.25,0.00,4.00,41.25
0.00,112,0,24,24,3.50,0.00,38.00,41.50
0.00,4560,16.7,24,76,58.50,0.00,0.00,58.50
1.10,180,0.6,8,8,4.50,0.00,1.00,6.60
4.95,1123,5.3,32,7,24.25,0.00,0.00,29.70
0.00,540,3,8,28,10.25,0.00,1.00,11.25
2.00,420,1.8,28,8,8.00,0.00,0.00,10.00
0.00,480,1.3,8,28,7.25,0.00,0.00,7.25
0.00,300,1,8,8,5.75,0.00,0.00,5.75
0.00,1740,0,76,32,43.25,0.00,4.00,47.25
9.20,1680,17,76,28,42.00,0.00,4.00,55.20
0.00,240,0,28,24,5.50,0.00,0.00,5.50
8.74,2580,22.1,76,59,54.25,0.00,4.00,66.99
2.00,360,1.2,32,32,6.50,0.00,0.00,8.50
2.00,480,1.5,32,8,7.50,0.00,0.00,9.50
2.00,180,0,8,32,4.75,0.00,1.00,7.75
2.00,360,0.9,8,24,6.25,0.00,0.00,8.25
0.00,1020,4.9,8,6,15.25,0.00,1.00,16.25
2.00,240,0,8,32,5.25,0.00,1.50,8.75
0.00,0,0,76,76,3.25,0.00,0.00,3.25
0.00,49,0.16,76,76,3.50,0.00,0.00,3.50
9.70,1980,18.2,76,8,44.50,0.00,4.00,58.20
7.65,1980,29.3,76,4,34.25,0.00,4.00,45.90
8.10,1560,14.5,,,36.50,0.00,4.00,49.10
10.00,157,0,,,4.00,0.00,80.00,94.50
1.50,540,0,8,28,8.00,0.00,0.00,9.50
0.00,720,2.3,32,8,9.50,0.00,0.00,9.50
0.00,1063,5,,,15.50,0.00,0.00,15.50
13.85,2683,26.96,76,43,64.25,0.00,4.50,83.10
9.30,1680,17.2,,,42.50,0.00,4.00,56.30
0.00,305,0.76,32,32,5.75,0.00,1.50,7.25
12.44,1570,18.08,76,8,44.25,0.00,5.00,62.19
8.80,2050,15.75,,,39.50,0.00,4.00,52.80
0.00,1579,12.5,64,33,32.25,0.00,0.00,32.25
0.00,270,0.9,7,7,5.50,0.00,0.00,5.50
0.00,540,0,3,6,7.50,0.00,0.00,7.50
2.00,500,1.64,32,28,7.50,0.00,0.00,10.00
4.87,1080,6.8,,,19.50,0.00,0.00,24.87
0.00,1560,9.2,76,15,25.75,0.00,5.00,30.75
0.00,120,0.3,32,32,4.00,0.00,1.50,5.50
0.00,0,0,6,6,3.25,0.00,0.00,3.25
1.00,259,0.8,8,32,5.50,0.00,0.00,7.00
0.00,2160,17,76,32,43.50,0.00,5.00,48.50
4.00,540,0.1,32,8,8.25,0.00,0.00,12.25
0.00,9,0,32,32,3.25,,0.00,3.25
0.00,241,1,8,8,5.75,,1.50,7.25
9.35,1778,17.3,76,28,42.75,,4.00,56.10
2.00,422,1.1,32,28,6.75,,0.00,8.75
1.50,431,1.41,32,8,7.00,0.00,1.50,10.50
2.50,660,3.47,8,24,12.00,0.00,0.00,15.00
9.90,1788,11.38,56,,30.00,0.00,19.00,59.40
0.00,389,1.4,10,11,6.75,0.00,0.00,6.75
4.00,388,0.95,8,32,6.00,0.00,0.00,10.50
2.00,277,1.22,8,28,6.00,0.00,0.00,8.50
3.00,659,2.6,8,28,10.00,,0.00,13.00
2.00,293,0.41,8,8,4.75,0.00,0.00,7.25
6.30,1045,10.28,76,16,26.50,0.00,4.50,37.80
4.20,1354,7,16,,21.00,,0.00,25.20
7.85,1356,13.93,76,22,34.75,0.00,4.00,47.10
0.00,418,1.2,77,2,6.25,,0.00,6.25
5.55,668,4.59,76,76,14.00,0.00,4.00,24.05
12.00,1570,17.92,76,32,43.50,0.00,4.00,60.00
0.00,518,2.19,32,33,8.75,0.00,0.00,8.75
0.00,500,1.18,32,8,7.00,0.00,1.00,8.00
0.00,254,0.65,3,3,5.00,0.00,0.00,5.00
10.94,1898,15.6,76,7,39.25,0.00,4.00,54.69
2.75,491,4.66,8,3,13.75,0.00,0.00,16.50
0.00,976,7.11,76,,20.00,0.00,6.50,26.50
6.90,1560,17.1,32,8,42.00,0.00,4.00,52.90
6.35,1598,11.2,32,1,30.25,0.00,1.00,38.10
8.10,2252,14.12,76,1,36.00,0.00,4.00,48.60
0.00,840,4.7,3,1,14.75,0.00,1.00,15.75
3.65,900,5.4,32,6,16.75,0.00,1.00,21.90
0.00,878,2.99,32,7,11.25,0.00,1.00,12.25
4.00,321,1.06,32,32,6.00,0.00,1.00,11.50
4.00,407,0.85,8,8,6.00,0.00,0.00,10.50
0.00,547,5.16,32,21,15.00,0.00,0.00,15.00
4.00,1519,7.2,6,,20.75,0.00,0.00,25.25
9.19,1799,12.43,76,4,32.25,0.00,4.00,45.94
0.00,660,4.6,32,60,14.00,0.00,1.50,15.50
5.00,1582,17.31,76,8,42.75,0.00,4.00,52.25
0.00,323,0.94,77,77,5.75,0.00,0.00,5.75
2.55,600,3.78,8,6,12.25,0.00,0.00,15.30
9.80,1895,17.93,76,8,44.00,0.00,4.50,58.80
2.00,754,3.15,32,33,11.50,0.00,0.00,14.00
0.00,60,0.3,8,8,4.00,0.00,0.00,4.00
0.00,720,4.3,76,,13.25,0.00,4.00,17.75
0.00,420,1,8,8,6.25,0.00,1.00,7.25
2.00,120,0.19,8,8,4.00,0.00,2.50,9.00
4.00,208,0.47,2,2,4.50,0.00,1.00,10.00
0.00,1262,4.94,32,7,16.00,0.00,0.00,16.50
0.00,1852,15.4,76,8,38.75,0.00,4.00,42.75
0.00,360,1.2,32,28,6.25,0.00,0.00,6.25
9.55,1808,17.65,76,8,43.25,0.00,4.00,57.30
3.00,406,1.6,32,8,7.25,0.00,0.00,10.75
3.40,848,5.48,32,6,16.50,0.00,0.00,20.40
2.00,1920,18.2,76,8,44.75,0.00,4.00,51.25
0.00,548,2.1,7,8,8.75,0.00,1.00,9.75
0.00,475,1.21,1,1,6.25,0.00,0.00,6.25
9.31,1500,12.8,76,5,32.75,0.00,4.00,46.56
0.00,780,4.3,32,24,13.75,0.00,0.00,14.25
2.00,436,1.33,8,8,6.75,0.00,0.00,9.25
0.00,75,0,,,3.50,0.00,99.50,103.00
7.20,1451,12.33,,,31.50,0.00,4.00,43.20
0.00,26,0,,,3.25,0.00,51.00,54.25
3.19,883,3.09,32,7,11.25,0.00,1.00,15.94
10.62,1459,15.45,76,24,38.00,0.00,4.00,53.12
9.55,1920,17.6,76,8,43.75,0.00,4.00,57.30
0.00,180,0.4,77,77,6.00,0.00,0.00,6.00
0.00,0,0,14,14,3.25,0.00,0.00,3.25
0.00,6840,0,77,77,46.25,0.00,0.00,46.25
0.00,2340,0.9,76,,40.25,0.00,4.00,44.25
0.00,1860,17.6,76,32,43.25,0.00,5.00,48.25
7.83,2040,15,76,22,38.50,0.00,5.00,51.33
10.65,1860,0,76,24,38.75,0.00,4.00,53.40
0.00,0,0,7,7,3.25,0.00,0.00,3.25
0.00,2280,0.9,76,6,38.25,0.00,4.00,42.25
0.00,1080,3,32,7,12.25,0.00,1.00,13.25
0.00,600,0,76,,10.75,0.00,4.00,14.75
15.30,2220,0,76,32,47.00,0.00,4.00,66.30
1.00,180,0,8,8,4.75,0.00,0.00,5.75
0.00,360,1.5,24,8,7.00,0.00,0.00,7.00
0.00,720,2,28,32,9.00,0.00,0.00,9.00
1.00,660,0,8,8,8.25,0.00,0.00,9.25
0.00,720,1.8,8,28,9.00,0.00,2.00,11.00
3.20,1260,4.2,8,24,15.00,0.00,1.00,19.20
0.00,0,0,6,6,3.25,0.00,0.00,3.25
13.55,2160,16.3,76,8,41.25,0.00,4.00,58.80
1.50,600,0.2,32,7,12.75,0.00,0.00,14.25
1.00,720,0.1,8,32,9.00,0.00,0.00,10.00
0.00,960,0,28,32,12.75,0.00,0.00,12.75
0.00,660,0,32,7,9.75,0.00,0.00,9.75
0.00,300,0.7,8,8,5.25,0.00,1.00,6.25
0.00,240,0.3,8,8,4.50,0.00,0.00,4.50
0.00,480,1.3,32,28,6.75,0.00,0.00,6.75
0.60,420,1.7,32,8,7.50,0.00,0.00,8.10
3.00,300,0,8,32,5.75,0.00,0.00,8.75
0.00,240,0.8,8,28,5.50,0.00,0.00,5.50
2.00,420,1.4,,,7.25,0.00,1.50,10.75
9.25,2247,16.22,76,7,40.75,0.00,5.00,55.50
0.00,723,4.54,77,6,14.25,0.00,0.00,14.25
0.00,1220,6.71,32,39,20.75,0.00,0.00,20.75
1.50,1032,3.98,8,7,13.00,0.00,0.00,15.00
10.12,1680,14.2,76,22,36.00,0.00,4.00,50.62
3.00,300,1,8,32,6.00,0.00,1.00,10.50
0.00,840,5.3,6,32,16.25,0.00,1.00,17.25
2.00,346,0.88,32,8,5.75,0.00,0.00,8.25
0.00,180,0.6,8,8,4.50,0.00,1.50,6.00
7.50,1360,13.16,76,22,33.00,0.00,4.00,45.00
0.00,821,5.2,32,6,15.75,0.00,0.00,15.75
7.00,2115,14.11,76,77,36.75,0.00,4.00,48.25
2.00,540,2.1,28,8,8.50,0.00,0.00,11.00
0.00,931,3.5,24,8,12.50,,0.00,12.50
3.00,598,2.7,28,24,10.25,0.00,1.50,15.25
2.00,369,1.5,28,28,7.00,,0.00,9.00
0.00,707,2.7,8,33,10.75,,0.00,10.75
0.00,300,0.7,24,24,5.00,0.00,0.00,5.00
0.00,200,0.43,32,28,4.25,0.00,1.00,5.25
0.00,570,1.3,8,8,7.25,0.00,0.00,7.75
9.75,1681,18.1,76,32,44.25,0.00,4.00,58.50
2.00,870,2.85,28,8,11.25,0.00,0.00,13.75
3.00,339,1.41,32,32,6.75,0.00,2.00,12.25
0.00,780,4.9,32,7,15.00,0.00,0.00,15.00
2.00,300,0,28,32,5.75,0.00,0.00,7.75
0.00,660,2.5,28,8,9.50,0.00,0.00,9.50
0.00,540,0,2,1,7.25,0.00,0.00,7.25
11.69,1620,17.4,76,28,42.75,,4.00,58.44
4.00,507,1.25,8,8,7.25,0.00,0.00,11.75
8.40,1646,15.2,76,7,38.00,,4.00,50.40
9.80,1980,18.3,76,32,45.00,0.00,4.00,59.30
4.00,435,2.62,28,24,9.25,0.00,0.00,13.75
0.00,288,0.5,8,8,5.25,,1.00,6.25
0.00,1286,7.2,8,5,21.00,,0.00,21.00
0.00,914,2.47,28,28,10.50,0.00,2.00,12.50
9.60,1860,17.8,76,32,44.00,0.00,4.00,57.60
0.00,240,0.7,8,8,5.00,0.00,1.00,6.50
9.25,1920,16.8,76,8,41.75,0.00,4.00,55.50
0.00,298,0.72,32,32,5.50,0.00,1.00,6.50
0.00,755,1.08,32,8,6.75,0.00,1.00,7.75
0.00,1320,10.8,76,,28.00,0.00,20.00,48.00
8.65,2377,15.08,76,6,38.75,0.00,4.00,51.90
0.00,1380,0.2,28,8,14.50,0.00,0.00,14.50
0.00,337,0.91,32,28,5.75,0.00,0.00,5.75
0.00,660,0,28,8,8.25,0.00,0.00,8.25
6.30,1620,10.6,56,28,27.50,0.00,4.00,37.80
2.00,573,1.72,8,33,8.25,0.00,0.00,10.75
2.00,600,2.6,8,7,9.75,0.00,0.00,12.25
6.00,1124,6.6,32,22,19.50,0.00,0.00,26.00
2.00,583,2.12,8,33,9.25,0.00,0.00,11.75
1.00,480,1.1,28,8,6.50,0.00,0.00,8.00
0.00,525,1.09,8,8,6.75,0.00,1.50,8.25
0.00,900,3.7,32,7,12.25,0.00,0.00,12.25
4.00,432,0.2,,7,4.75,0.00,0.00,9.25
13.69,2220,20.7,76,60,50.25,0.00,4.00,68.44
0.00,180,0.4,,,4.50,0.00,0.00,4.50
2.00,540,0.1,32,8,8.00,0.00,0.00,10.00
14.85,2280,14.8,76,,37.50,0.00,22.00,74.35
8.90,1823,16.04,,8,40.00,0.00,4.00,53.40
10.50,2160,1.2,76,33,48.50,0.00,4.00,63.00
2.00,660,0,32,7,9.50,0.00,0.00,11.50
0.00,600,2.1,24,23,8.75,0.00,0.00,8.75
2.00,240,0.8,32,28,5.25,0.00,0.00,7.25
9.25,1620,12.9,56,24,33.00,0.00,4.00,46.25
0.00,1920,12.9,76,5,33.50,0.00,4.00,37.50
2.00,180,0.6,32,8,4.75,0.00,0.00,6.75
0.00,300,1,8,32,6.00,0.00,0.00,6.00
0.00,420,1,32,8,6.25,0.00,1.00,7.25
0.00,420,1,8,32,6.50,0.00,0.00,6.50
8.65,3480,14.8,76,77,39.25,0.00,4.00,51.90
0.00,1860,15,76,7,38.00,0.00,4.00,42.00
0.00,540,0.1,8,24,8.50,0.00,0.00,8.50
8.50,1740,15,76,24,37.50,0.00,5.00,51.00
7.50,1860,0.8,56,32,33.50,0.00,4.00,45.00
4.00,1560,0,76,,33.00,0.00,20.00,57.00
7.95,1740,0.8,76,7,35.75,0.00,4.00,47.70
0.00,840,5.8,32,22,17.00,0.00,0.00,17.00
4.00,1260,8.3,8,41,23.50,0.00,0.00,27.50
8.35,2040,15.1,76,6,37.75,0.00,4.00,50.10
0.00,480,0,6,7,7.25,0.00,0.00,7.25
5.00,2280,17.7,76,8,44.25,0.00,4.00,53.25
0.00,660,3.4,8,6,11.50,0.00,1.00,12.50
2.00,420,1,8,8,6.00,0.00,0.00,8.00
0.00,120,0,8,8,4.50,0.00,0.00,4.50
0.00,600,0.1,8,28,8.50,0.00,0.00,8.50
3.45,1020,0.3,32,6,17.25,0.00,0.00,20.70
0.00,300,0.9,32,28,5.50,0.00,0.00,5.50
1.00,0,0,28,28,8.00,0.00,0.00,9.00
0.00,938,5.54,8,5,16.75,0.00,0.00,16.75
7.60,1800,0.8,76,6,34.00,0.00,4.00,45.60
1.00,240,0.6,32,32,5.00,0.00,0.00,6.00
0.00,1800,8.5,8,2,27.50,0.00,0.00,27.50
0.00,420,1.4,32,32,7.25,0.00,0.00,7.25
0.00,360,1.3,11,11,6.50,0.00,0.00,6.50
7.35,1680,11,8,,29.50,0.00,0.00,36.85
9.30,1980,17.1,76,8,42.50,0.00,4.00,55.80
8.05,2056,14.1,76,23,35.75,0.00,4.00,48.30
10.00,2254,22.73,28,,54.75,0.00,20.50,85.75
0.00,1020,0,8,22,12.75,0.00,0.00,12.75
8.55,2100,0.9,76,7,38.75,0.00,4.00,51.30
0.00,1200,0,24,3,20.25,0.00,0.00,20.25
0.00,360,1.4,,,6.00,0.00,1.00,7.00
2.25,840,3.5,8,7,11.25,0.00,0.00,13.50
0.00,540,1.5,8,8,7.50,0.00,0.00,7.50
8.00,1860,18.1,,32,44.50,0.00,5.00,57.50
5.40,1200,8.9,76,12,23.00,0.00,4.00,32.40
0.00,300,0.5,32,28,5.00,0.00,0.00,5.00
1.50,728,3.88,8,6,12.75,0.00,0.00,14.75
0.00,1680,10.3,8,,29.25,0.00,0.00,29.25
0.00,900,4.9,76,,14.50,0.00,6.00,20.50
2.00,420,1.4,32,8,7.00,0.00,0.00,9.00
9.70,1860,17.7,76,32,43.50,0.00,5.00,58.20
2.00,180,0.5,8,8,4.50,0.00,1.00,7.50
4.80,1322,4.33,28,7,15.50,0.00,0.00,20.80
0.00,360,1.4,8,28,7.00,0.00,0.00,7.00
0.00,1080,0,8,7,15.50,0.00,0.00,15.50
9.55,1622,17.9,76,8,43.75,0.00,4.00,57.30
0.00,2220,14.2,76,6,37.25,0.00,5.00,42.25
7.90,1596,13.87,76,24,35.00,0.00,4.00,47.40
0.00,240,0.4,32,28,4.75,0.00,0.00,4.75
2.00,440,1.21,8,8,6.75,0.00,1.00,10.25
2.00,206,0.66,32,8,5.00,0.00,0.00,7.50
12.30,1881,14.48,76,6,36.50,0.00,4.00,53.30
11.94,2018,17.57,76,32,43.25,0.00,4.00,59.69
0.00,350,0.59,8,8,5.50,0.00,0.00,5.50
10.38,2023,14.61,76,3,37.00,0.00,4.00,51.88
2.00,368,1.13,32,8,6.50,0.00,0.00,9.00
0.00,234,0.48,6,6,4.50,0.00,0.00,4.50
9.55,1719,17.64,76,28,43.25,0.00,4.00,57.30
0.00,535,1.4,8,32,7.25,0.00,0.00,7.75
3.00,427,0.99,32,8,6.50,0.00,0.00,10.00
0.00,420,1.32,32,28,7.00,0.00,0.00,7.00
10.38,2040,13.6,76,6,37.00,0.00,4.00,51.88
0.00,2103,18.27,76,22,45.75,0.00,4.00,49.75
2.00,913,2.42,28,28,11.00,0.00,0.00,13.50
1.50,319,1.13,77,77,5.75,0.00,0.00,7.75
2.00,385,1.7,32,8,7.50,0.00,0.00,10.00
0.00,240,0.6,8,32,5.25,0.00,0.00,5.25
0.00,2700,13.6,76,2,37.00,0.00,4.00,41.00
0.00,1484,7.67,32,5,22.25,0.00,0.00,22.25
9.50,1765,17.56,76,32,43.00,0.00,4.00,57.00
9.55,1790,17.56,76,8,43.25,0.00,4.00,57.30
5.70,1033,8.67,76,12,23.00,0.00,5.00,34.20
0.00,1031,4.8,8,31,14.75,0.00,0.00,14.75
2.40,540,3.6,8,6,11.50,0.00,0.00,14.40
2.00,180,0.6,32,8,4.75,0.00,0.00,7.25
1.50,296,1.1,32,8,6.00,0.00,0.00,8.00
0.00,295,1.6,7,8,7.25,,0.00,7.25
5.90,1200,8.5,76,,23.00,0.00,6.00,35.40
0.00,2477,16.96,76,,43.00,0.00,6.00,49.00
1.50,299,0.9,8,8,5.50,0.00,1.00,8.50
0.00,254,0.84,8,8,5.50,0.00,0.00,5.50
0.00,418,0.96,8,8,6.50,0.00,2.00,8.50
2.00,451,1.37,8,32,7.00,0.00,1.00,10.50
0.00,608,1.9,8,32,9.00,,0.00,9.00
3.50,836,5.81,32,6,17.00,0.00,0.00,21.00
0.00,672,2.2,8,7,9.00,,0.00,9.00
9.85,1949,18.4,76,8,45.25,,4.00,59.10
1.00,615,1.73,8,28,8.00,0.00,0.00,9.50
1.00,429,1.04,32,32,6.50,0.00,0.00,8.00
5.00,1571,16.29,76,28,40.00,0.00,5.00,50.50
0.00,1987,13.56,76,6,35.00,0.00,4.00,39.00
4.35,971,6.11,32,7,18.25,0.00,3.00,26.10
1.00,517,1.2,8,8,7.25,,0.00,8.25
7.00,1740,16.9,76,32,42.00,0.00,4.00,53.50
3.25,954,3.42,32,8,12.50,0.00,0.00,16.25
0.00,822,3.9,32,7,13.50,,0.00,13.50
2.00,600,1.7,8,8,8.25,0.00,0.00,10.75
1.88,907,3.25,8,7,12.00,0.00,0.00,14.38
0.00,1370,7.51,35,67,21.25,0.00,0.00,21.25
10.25,2220,18.7,76,32,46.25,0.00,4.50,61.50
4.25,1320,3.3,8,8,14.25,0.00,0.00,19.00
5.00,1620,9.1,76,22,33.75,0.00,4.00,43.25
0.00,447,1.59,32,8,7.75,0.00,0.00,7.75
2.00,108,0.19,8,8,3.75,0.00,1.00,7.25
0.00,3959,15.64,32,14,43.75,0.00,0.00,43.75
4.00,168,0.64,32,32,4.75,0.00,1.00,10.25
1.00,253,0.97,8,28,5.50,0.00,0.00,7.00
0.00,851,8.13,8,41,21.50,0.00,0.00,21.50
2.45,656,3.8,32,7,12.25,0.00,0.00,14.70
5.00,660,0.1,32,8,8.25,0.00,0.00,13.25
2.00,540,0,8,32,7.25,0.00,0.00,9.25
2.00,240,0,8,8,5.00,0.00,1.00,8.00
8.00,2040,14.1,76,3,36.00,0.00,4.00,48.00
0.00,420,0,8,8,6.50,0.00,0.00,6.50
1.00,480,0,32,33,7.25,0.00,0.00,8.25
0.00,1200,0.3,28,58,16.00,0.00,0.00,16.00
3.00,780,0.1,28,8,10.00,0.00,1.00,14.00
0.00,600,1.3,8,24,8.00,0.00,0.00,8.00
0.00,609,4.4,,,13.50,0.00,0.00,13.50
0.00,1320,13.9,76,22,34.75,0.00,4.00,38.75
0.00,371,1.9,15,19,8.00,,0.00,8.00
12.53,2161,14.7,76,6,37.75,,4.00,54.28
0.00,293,0.6,8,8,5.25,,0.00,5.25
0.00,540,1.9,24,24,8.25,0.00,0.00,8.25
7.38,1399,9.47,76,15,25.00,0.00,4.00,36.88
3.88,566,3.16,76,,11.00,0.00,4.00,19.38
2.00,727,2.3,7,32,9.50,,0.00,11.50
0.00,0,0,6,6,3.25,0.00,0.00,3.25
10.06,1571,13.97,76,22,35.25,0.00,4.50,50.31
0.00,0,0,32,28,3.25,0.00,0.00,3.25
4.00,299,0.7,8,32,5.50,0.00,1.00,11.00
0.00,301,0.9,14,14,5.50,,1.00,6.50
3.55,1000,6.1,8,5,17.75,,0.00,21.30
0.00,300,1,8,32,6.00,0.00,1.00,7.00
6.94,1967,16.55,76,8,41.75,0.00,4.00,53.19
0.00,960,6.4,32,23,18.25,0.00,0.00,18.25
0.00,780,4.5,32,6,14.25,0.00,0.00,14.25
0.00,180,0.5,8,8,4.50,0.00,0.00,4.50
